file_1_file_1_g3794	ko:K06767
file_1_file_1_g17456	-
file_1_file_1_g17457	-
file_1_file_1_g17458	-
file_1_file_1_g17462	-
file_1_file_1_g17463	-
file_1_file_1_g17464	-
file_1_file_1_g17465	-
file_1_file_1_g17466	-
file_1_file_1_g17467	-
file_1_file_1_g17469	ko:K13298,ko:K13762
file_1_file_1_g17470	ko:K13298,ko:K13762
file_1_file_1_g17471	-
file_1_file_1_g17472	ko:K01897
file_1_file_1_g17473	ko:K01897
file_1_file_1_g17474	ko:K07376
file_1_file_1_g17475	ko:K07376
file_1_file_1_g17476	ko:K07376
file_1_file_1_g17480	ko:K17700,ko:K17708
file_1_file_1_g17481	ko:K17700,ko:K17708
file_1_file_1_g17482	ko:K19914
file_1_file_1_g17484	ko:K19914
file_1_file_1_g17485	ko:K20641
file_1_file_1_g17486	ko:K08193
file_1_file_1_g17487	ko:K00685
file_1_file_1_g17488	ko:K08193
file_1_file_1_g17489	ko:K08193
file_1_file_1_g17490	ko:K12261
file_1_file_1_g17491	ko:K21486
file_1_file_1_g17492	-
file_1_file_1_g17493	-
file_1_file_1_g17494	ko:K03440
file_1_file_1_g17495	ko:K03440
file_1_file_1_g17496	ko:K03359
file_1_file_1_g17497	ko:K11319
file_1_file_1_g17498	ko:K04507
file_1_file_1_g17501	ko:K02872
file_1_file_1_g17502	ko:K01047
file_1_file_1_g17503	-
file_1_file_1_g17504	-
file_1_file_1_g17505	-
file_1_file_1_g17506	-
file_1_file_1_g17507	-
file_1_file_1_g17508	-
file_1_file_1_g17509	ko:K09381
file_1_file_1_g17511	ko:K09381
file_1_file_1_g17513	ko:K08031,ko:K09381
file_1_file_1_g17514	-
file_1_file_1_g17515	-
file_1_file_2_6524_g	-
file_1_file_1_g17516	-
file_1_file_1_g17517	-
file_1_file_1_g17518	-
file_1_file_1_g17519	-
file_1_file_1_g17520	-
file_1_file_1_g17521	-
file_1_file_1_g17522	-
file_1_file_1_g17523	-
file_1_file_1_g17525	-
file_1_file_1_g17529	-
file_1_file_1_g17530	ko:K03030
file_1_file_1_g17531	ko:K18171
file_1_file_1_g17532	ko:K15322
file_1_file_1_g17533	ko:K02144
file_1_file_1_g17534	ko:K11672
file_1_file_1_g17536	ko:K09228
file_1_file_1_g17538	ko:K19754
file_1_file_1_g17539	ko:K19754
file_1_file_2_6549_g	ko:K19754
file_1_file_1_g17540	-
file_1_file_1_g17541	-
file_1_file_1_g17542	ko:K15001
file_1_file_1_g17543	ko:K15001
file_1_file_1_g17544	ko:K15542
file_1_file_1_g17546	ko:K06226
file_1_file_1_g17547	-
file_1_file_1_g17548	-
file_1_file_1_g17549	ko:K03676
file_1_file_1_g17550	-
file_1_file_1_g17551	-
file_1_file_1_g17552	-
file_1_file_1_g17553	-
file_1_file_1_g17554	ko:K05688
file_1_file_1_g17555	-
file_1_file_1_g17557	ko:K22072
file_1_file_1_g17558	ko:K00234
file_1_file_1_g17559	ko:K03135
file_1_file_1_g17560	-
file_1_file_2_6572_g	-
file_1_file_1_g17561	ko:K07937,ko:K07939,ko:K07940,ko:K07977
file_1_file_1_g17562	ko:K13185,ko:K14442
file_1_file_1_g17563	ko:K00710
file_1_file_1_g17565	ko:K04462,ko:K22410
file_1_file_1_g17567	ko:K04462,ko:K22410
file_1_file_1_g17569	ko:K12811
file_1_file_1_g17570	ko:K12622
file_1_file_1_g17571	ko:K14567
file_1_file_1_g17572	-
file_1_file_1_g17573	-
file_1_file_1_g17575	-
file_1_file_1_g17576	-
file_1_file_1_g17577	-
file_1_file_1_g17578	ko:K12855
file_1_file_1_g17580	-
file_1_file_1_g17581	-
file_1_file_1_g17582	ko:K20214
file_1_file_1_g17584	ko:K09279,ko:K20213
file_1_file_1_g17586	ko:K08367,ko:K09278,ko:K09279,ko:K09280,ko:K20213,ko:K20214
file_1_file_1_g17588	ko:K08367,ko:K09278,ko:K09279,ko:K09280,ko:K20213,ko:K20214
file_1_file_1_g17589	ko:K08781
file_1_file_1_g17590	ko:K08781
file_1_file_1_g17591	ko:K08781
file_1_file_1_g17593	ko:K08781
file_1_file_1_g17594	-
file_1_file_1_g17595	ko:K09517,ko:K12735
file_1_file_1_g17596	-
file_1_file_1_g17597	-
file_1_file_1_g17598	-
file_1_file_1_g17599	ko:K04427
file_1_file_1_g17600	ko:K00710
file_1_file_1_g17601	ko:K15122
file_1_file_1_g17602	ko:K05719
file_1_file_1_g17603	ko:K11151,ko:K15734
file_1_file_1_g17604	ko:K15734
file_1_file_1_g17605	ko:K11151,ko:K15734
file_1_file_1_g17606	ko:K17525
file_1_file_1_g17607	-
file_1_file_1_g17608	ko:K12626
file_1_file_1_g17609	ko:K20306
file_1_file_1_g17611	ko:K15255
file_1_file_1_g17612	ko:K09069
file_1_file_1_g17613	-
file_1_file_1_g17614	ko:K11315
file_1_file_1_g17615	-
file_1_file_1_g17616	ko:K10343
file_1_file_1_g17619	ko:K04427
file_1_file_1_g17621	ko:K09087,ko:K09090
file_1_file_1_g17622	-
file_1_file_1_g17623	-
file_1_file_1_g17625	ko:K09090
file_1_file_1_g17626	ko:K09087,ko:K09090
file_1_file_1_g17627	-
file_1_file_1_g17628	ko:K00026
file_1_file_1_g17629	ko:K14075
file_1_file_1_g17630	-
file_1_file_1_g17631	ko:K03961
file_1_file_1_g17632	ko:K17572
file_1_file_1_g17633	ko:K17461
file_1_file_1_g17635	-
file_1_file_1_g17636	-
file_1_file_1_g17637	-
file_1_file_1_g17638	ko:K01324,ko:K09626,ko:K09628
file_1_file_1_g17639	-
file_1_file_1_g17640	ko:K07575
file_1_file_1_g17643	-
file_1_file_1_g17644	-
file_1_file_1_g17645	ko:K20820
file_1_file_1_g17646	ko:K11064
file_1_file_1_g17647	ko:K11064
file_1_file_1_g17648	ko:K11064
file_1_file_1_g17649	ko:K01887
file_1_file_1_g17650	-
file_1_file_1_g17651	ko:K10908,ko:K16310
file_1_file_1_g17652	-
file_1_file_1_g17653	-
file_1_file_1_g17654	-
file_1_file_1_g17655	ko:K05758
file_1_file_1_g17656	ko:K07203
file_1_file_1_g17657	ko:K01489
file_1_file_1_g17658	ko:K07203
file_1_file_1_g17659	ko:K10597
file_1_file_1_g17660	ko:K20824
file_1_file_1_g17661	ko:K11214
file_1_file_1_g17663	ko:K17578
file_1_file_1_g17664	-
file_1_file_1_g17665	ko:K05862,ko:K15040,ko:K15041
file_1_file_1_g17666	ko:K12178
file_1_file_1_g17667	ko:K14440
file_1_file_1_g17668	ko:K05313
file_1_file_1_g17670	-
file_1_file_1_g17671	-
file_1_file_1_g17672	ko:K04169,ko:K12812
file_1_file_1_g17673	-
file_1_file_1_g17674	ko:K11663
file_1_file_1_g17675	ko:K09084
file_1_file_1_g17677	ko:K00049
file_1_file_2_6701_g	ko:K00049
file_1_file_1_g17678	ko:K00049
file_1_file_1_g17679	ko:K04370
file_1_file_1_g17680	ko:K04404
file_1_file_1_g17681	ko:K12868
file_1_file_1_g17682	ko:K05022
file_1_file_1_g17683	ko:K18665
file_1_file_1_g17684	ko:K18665
file_1_file_1_g17685	-
file_1_file_1_g17686	ko:K15109
file_1_file_1_g17687	-
file_1_file_1_g17688	-
file_1_file_1_g17689	ko:K12385
file_1_file_1_g17690	-
file_1_file_1_g17691	ko:K01724
file_1_file_1_g17692	ko:K00049,ko:K13403
file_1_file_1_g17693	-
file_1_file_1_g17694	ko:K17577
file_1_file_1_g17695	ko:K08824
file_1_file_1_g17696	-
file_1_file_1_g17698	ko:K00799,ko:K04097
file_1_file_1_g17699	ko:K00799,ko:K04097
file_1_file_1_g17700	ko:K00799,ko:K04097
file_1_file_1_g17701	ko:K00799,ko:K04097
file_1_file_1_g17702	-
file_1_file_1_g17703	ko:K15104
file_1_file_1_g17704	ko:K17543
file_1_file_1_g17705	ko:K15104
file_1_file_2_6728_g	ko:K15104
file_1_file_1_g17706	-
file_1_file_1_g17707	ko:K00072
file_1_file_1_g17709	ko:K18499
file_1_file_1_g17711	ko:K08764
file_1_file_1_g17712	-
file_1_file_1_g17713	ko:K15622
file_1_file_1_g17714	-
file_1_file_1_g17715	-
file_1_file_1_g17716	-
file_1_file_1_g17717	-
file_1_file_1_g17719	-
file_1_file_1_g17720	-
file_1_file_1_g17721	-
file_1_file_1_g17723	ko:K17583
file_1_file_1_g17724	-
file_1_file_1_g17725	ko:K01110,ko:K18079
file_1_file_1_g17726	ko:K05925
file_1_file_1_g17727	-
file_1_file_1_g17728	-
file_1_file_1_g17729	-
file_1_file_1_g17732	-
file_1_file_1_g17733	-
file_1_file_1_g17734	ko:K04874,ko:K04885,ko:K04887
file_1_file_1_g17735	ko:K04887
file_1_file_1_g17736	-
file_1_file_1_g17737	ko:K04887
file_1_file_1_g17739	ko:K04887
file_1_file_1_g17740	-
file_1_file_1_g17741	-
file_1_file_1_g17742	ko:K08816
file_1_file_1_g17743	-
file_1_file_1_g17744	-
file_1_file_1_g17745	-
file_1_file_1_g17746	ko:K18808
file_1_file_1_g17747	-
file_1_file_1_g17748	-
file_1_file_1_g17749	-
file_1_file_1_g17750	ko:K16833
file_1_file_1_g17751	-
file_1_file_1_g17753	ko:K16481,ko:K16551,ko:K20478
file_1_file_1_g17755	-
file_1_file_1_g17756	-
file_1_file_1_g17757	ko:K14005
file_1_file_1_g17758	-
file_1_file_1_g17760	-
file_1_file_1_g17761	-
file_1_file_1_g17763	-
file_1_file_1_g17764	ko:K01758
file_1_file_1_g17765	ko:K11274
file_1_file_1_g17766	ko:K18334
file_1_file_1_g17767	ko:K20699
file_1_file_1_g17768	ko:K11518
file_1_file_1_g17769	ko:K09331
file_1_file_1_g17770	ko:K00682
file_1_file_1_g17771	ko:K20825
file_1_file_1_g17772	ko:K07611,ko:K12641,ko:K20478
file_1_file_1_g17773	-
file_1_file_1_g17778	-
file_1_file_1_g17780	ko:K01077
file_1_file_1_g17781	ko:K01077
file_1_file_1_g13604	-
file_1_file_1_g13605	-
file_1_file_1_g13606	-
file_1_file_1_g13608	-
file_1_file_1_g13609	ko:K05193,ko:K05194,ko:K05195,ko:K05271,ko:K05273
file_1_file_1_g13611	-
file_1_file_1_g13612	ko:K06634
file_1_file_1_g13613	ko:K07830
file_1_file_1_g13614	ko:K02127
file_1_file_1_g13615	ko:K14014
file_1_file_1_g13617	-
file_1_file_1_g13618	ko:K00963
file_1_file_1_g13619	-
file_1_file_1_g13620	-
file_1_file_1_g13621	-
file_1_file_1_g13622	ko:K11488,ko:K14404
file_1_file_1_g13623	-
file_1_file_1_g13625	-
file_1_file_1_g13627	-
file_1_file_1_g13628	-
file_1_file_1_g13629	-
file_1_file_1_g13631	ko:K13711
file_1_file_1_g13632	-
file_1_file_1_g13633	ko:K13103
file_1_file_1_g13634	ko:K22139
file_1_file_1_g13635	-
file_1_file_1_g13636	-
file_1_file_1_g13639	ko:K10398
file_1_file_1_g13640	ko:K22388
file_1_file_1_g13642	ko:K01362,ko:K09640
file_1_file_1_g13643	-
file_1_file_1_g13646	-
file_1_file_1_g13647	-
file_1_file_1_g13648	ko:K17613
file_1_file_1_g13649	ko:K17405
file_1_file_1_g13650	ko:K03026
file_1_file_1_g13651	-
file_1_file_1_g13652	ko:K20301
file_1_file_1_g13653	ko:K14834
file_1_file_1_g13654	ko:K16449
file_1_file_1_g13655	ko:K16449
file_1_file_1_g13657	ko:K17426
file_1_file_1_g13658	-
file_1_file_1_g13659	ko:K19403
file_1_file_1_g13660	ko:K16748
file_1_file_1_g13662	-
file_1_file_1_g13663	-
file_1_file_1_g13664	-
file_1_file_1_g13665	-
file_1_file_1_g13667	-
file_1_file_1_g13668	-
file_1_file_1_g13669	ko:K13983
file_1_file_1_g13670	ko:K13983
file_1_file_1_g13671	-
file_1_file_1_g13672	ko:K06173,ko:K20674
file_1_file_1_g13673	ko:K02540
file_1_file_1_g13674	ko:K19613
file_1_file_1_g13675	ko:K17805
file_1_file_1_g13676	-
file_1_file_1_g13677	ko:K08683
file_1_file_1_g13678	ko:K10273
file_1_file_1_g13679	-
file_1_file_1_g13680	-
file_1_file_1_g13682	ko:K12323,ko:K12324
file_1_file_1_g13683	ko:K12323,ko:K12324
file_1_file_1_g13684	-
file_1_file_1_g13685	-
file_1_file_1_g13686	-
file_1_file_1_g13687	-
file_1_file_2_6907_g	-
file_1_file_1_g13688	-
file_1_file_1_g13689	ko:K01081,ko:K19970
file_1_file_1_g13690	ko:K00591
file_1_file_1_g13692	ko:K08869
file_1_file_1_g13693	ko:K02882
file_1_file_1_g13694	ko:K00699,ko:K04628
file_1_file_1_g13696	ko:K10366
file_1_file_1_g13697	ko:K00699,ko:K04628
file_1_file_1_g13698	ko:K00699,ko:K04628
file_1_file_1_g13699	ko:K00699
file_1_file_1_g13700	-
file_1_file_2_6921_g	-
file_1_file_1_g13702	-
file_1_file_2_6923_g	-
file_1_file_1_g13703	-
file_1_file_1_g13704	-
file_1_file_1_g13705	ko:K10366
file_1_file_1_g13706	ko:K10366
file_1_file_1_g13708	-
file_1_file_1_g13709	-
file_1_file_1_g13710	-
file_1_file_1_g13711	-
file_1_file_2_6932_g	-
file_1_file_1_g13712	-
file_1_file_1_g13715	-
file_1_file_1_g13717	ko:K13754
file_1_file_1_g13718	ko:K02219
file_1_file_1_g13719	-
file_1_file_1_g13720	-
file_1_file_1_g13721	-
file_1_file_1_g13722	ko:K08202,ko:K08209,ko:K08210
file_1_file_1_g13723	-
file_1_file_1_g13724	-
file_1_file_1_g13725	-
file_1_file_1_g13726	ko:K11839
file_1_file_1_g13727	ko:K11839
file_1_file_1_g13728	-
file_1_file_1_g13729	-
file_1_file_1_g13730	-
file_1_file_1_g13731	ko:K03679
file_1_file_1_g13732	-
file_1_file_1_g13735	-
file_1_file_1_g13736	ko:K08860
file_1_file_1_g13737	-
file_1_file_1_g13739	-
file_1_file_1_g13741	-
file_1_file_1_g13742	ko:K06236,ko:K06237,ko:K19720
file_1_file_1_g13743	ko:K05701,ko:K06098
file_1_file_1_g13744	ko:K11135
file_1_file_1_g13745	ko:K11135
file_1_file_1_g13747	ko:K05360
file_1_file_1_g13750	-
file_1_file_1_g13751	ko:K15177
file_1_file_1_g13752	-
file_1_file_1_g13753	ko:K01312,ko:K09640
file_1_file_1_g13754	-
file_1_file_1_g13755	-
file_1_file_1_g13756	ko:K11653
file_1_file_1_g13760	-
file_1_file_1_g13761	ko:K07767
file_1_file_1_g13762	ko:K20307
file_1_file_1_g13763	ko:K04501
file_1_file_1_g13764	-
file_1_file_1_g13766	-
file_1_file_1_g13767	-
file_1_file_1_g13768	-
file_1_file_1_g13769	-
file_1_file_1_g13773	ko:K14816
file_1_file_1_g13774	ko:K20225
file_1_file_1_g13775	ko:K20225
file_1_file_1_g13776	ko:K10420
file_1_file_1_g13777	ko:K20028
file_1_file_1_g13778	ko:K08737
file_1_file_1_g13779	ko:K08737
file_1_file_1_g13781	ko:K00966
file_1_file_1_g13782	ko:K01080,ko:K01899
file_1_file_1_g13783	ko:K17043,ko:K21869
file_1_file_1_g13784	ko:K20641
file_1_file_1_g13785	ko:K01487,ko:K11265
file_1_file_1_g13786	ko:K01580,ko:K01594,ko:K18966
file_1_file_1_g13787	ko:K01315
file_1_file_1_g13789	-
file_1_file_1_g13790	ko:K06841,ko:K06842
file_1_file_1_g13791	ko:K12323
file_1_file_1_g13792	-
file_1_file_1_g13793	-
file_1_file_1_g13794	-
file_1_file_1_g13795	-
file_1_file_1_g13796	ko:K06201
file_1_file_1_g13797	ko:K06174
file_1_file_1_g13798	ko:K17095
file_1_file_1_g13799	ko:K10870
file_1_file_1_g13800	ko:K15142
file_1_file_1_g13801	ko:K10435
file_1_file_1_g13802	ko:K01942
file_1_file_1_g13803	ko:K11649
file_1_file_1_g13804	ko:K11649
file_1_file_1_g13805	ko:K01053
file_1_file_1_g13806	ko:K11649,ko:K11762,ko:K11772
file_1_file_1_g13807	ko:K11649,ko:K11762,ko:K11772
file_1_file_1_g13808	ko:K01053
file_1_file_1_g13809	ko:K01053
file_1_file_1_g13810	ko:K15107
file_1_file_1_g13811	-
file_1_file_1_g13812	ko:K05208
file_1_file_1_g13813	ko:K17623
file_1_file_1_g13814	ko:K02150
file_1_file_1_g13815	ko:K12605
file_1_file_1_g13816	ko:K09554
file_1_file_1_g13817	ko:K08471
file_1_file_1_g13818	-
file_1_file_1_g13819	-
file_1_file_1_g13821	-
file_1_file_1_g13822	-
file_1_file_1_g13823	-
file_1_file_1_g13824	-
file_1_file_1_g13825	ko:K01183
file_1_file_1_g13826	-
file_1_file_1_g13827	-
file_1_file_1_g13828	ko:K11479
file_1_file_1_g13829	ko:K01816
file_1_file_1_g13830	ko:K10723
file_1_file_1_g13831	ko:K10723
file_1_file_1_g13832	-
file_1_file_1_g13833	-
file_1_file_1_g13834	ko:K17623
file_1_file_1_g13836	ko:K17623
file_1_file_1_g13837	ko:K16716,ko:K16728
file_1_file_1_g13838	ko:K00605
file_1_file_1_g13839	-
file_1_file_1_g13840	ko:K18172
file_1_file_1_g13841	-
file_1_file_1_g13843	ko:K03014
file_1_file_1_g13844	ko:K00861
file_1_file_1_g13845	ko:K10635,ko:K17821
file_1_file_1_g13846	-
file_1_file_1_g13847	ko:K10262
file_1_file_1_g13849	-
file_1_file_1_g13850	ko:K07560
file_1_file_1_g13851	ko:K07560
file_1_file_1_g13853	ko:K08145
file_1_file_1_g13855	ko:K08145
file_1_file_1_g13856	ko:K13963
file_1_file_1_g13857	-
file_1_file_1_g13858	ko:K13963
file_1_file_1_g13859	-
file_1_file_1_g13860	ko:K08773
file_1_file_1_g13861	-
file_1_file_1_g13862	-
file_1_file_1_g13864	ko:K12606
file_2_7084_g	ko:K12606
file_1_file_1_g13865	-
file_1_file_1_g13866	ko:K07442
file_1_file_1_g13867	ko:K07442
file_1_file_1_g13868	ko:K15167
file_1_file_1_g13869	-
file_1_file_1_g13870	-
file_1_file_1_g13871	-
file_1_file_1_g13872	ko:K08510,ko:K13504
file_1_file_1_g13874	ko:K08510,ko:K13504
file_1_file_1_g13877	-
file_1_file_1_g13878	-
file_1_file_1_g13880	-
file_1_file_1_g13883	ko:K08510,ko:K13504
file_1_file_1_g13884	ko:K18663
file_1_file_1_g13885	ko:K03843
file_1_file_1_g13886	ko:K09569
file_1_file_1_g13887	ko:K03126
file_1_file_1_g13888	-
file_1_file_1_g13889	ko:K20316
file_1_file_1_g13890	ko:K02884
file_1_file_1_g13892	-
file_1_file_1_g13893	-
file_1_file_1_g13894	-
file_1_file_1_g13895	ko:K12893
file_1_file_1_g13897	ko:K06051,ko:K21635
file_1_file_1_g13898	ko:K06051,ko:K21635
file_1_file_1_g13901	-
file_1_file_1_g13904	-
file_1_file_1_g13905	-
file_1_file_1_g13906	-
file_1_file_1_g13907	ko:K16601
file_1_file_1_g13908	-
file_1_file_1_g13912	ko:K09098
file_1_file_1_g13913	ko:K09098
file_1_file_1_g13914	-
file_1_file_1_g13915	ko:K20689
file_1_file_1_g13916	ko:K20689
file_1_file_1_g13917	-
file_1_file_1_g13918	ko:K20689
file_1_file_1_g13919	-
file_1_file_1_g13921	ko:K20632
file_1_file_1_g13922	-
file_1_file_1_g13924	ko:K13814
file_1_file_1_g13926	-
file_1_file_1_g13927	ko:K03141
file_1_file_1_g13928	ko:K13154,ko:K14650
file_1_file_1_g13929	ko:K08956
file_1_file_2_7152_g	ko:K08956
file_1_file_1_g13930	ko:K16312
file_1_file_1_g13931	-
file_1_file_1_g13936	ko:K17784
file_1_file_1_g13937	-
file_1_file_1_g13938	-
file_1_file_2_7164_g	-
file_1_file_1_g13939	ko:K19942
file_1_file_1_g13940	-
file_1_file_1_g13941	-
file_1_file_1_g13942	-
file_1_file_1_g13943	-
file_1_file_1_g13947	-
file_1_file_1_g13948	ko:K09093
file_1_file_1_g13949	-
file_1_file_1_g13951	-
file_1_file_1_g13952	ko:K16806
file_1_file_1_g13954	-
file_1_file_1_g13955	ko:K09578
file_1_file_1_g13956	-
file_1_file_1_g13957	-
file_1_file_1_g13958	ko:K11985
file_1_file_1_g13959	-
file_1_file_1_g13960	-
file_1_file_1_g13962	ko:K06106
file_1_file_1_g13963	ko:K06106
file_1_file_1_g13964	ko:K01908
file_1_file_1_g13965	ko:K15296
file_1_file_1_g13966	ko:K20043,ko:K20044,ko:K20241
file_1_file_1_g13967	ko:K16809
file_1_file_1_g13968	-
file_1_file_1_g13969	-
file_1_file_1_g13970	ko:K01312
file_1_file_1_g13972	ko:K01312
file_1_file_1_g13973	ko:K01312
file_1_file_1_g13974	ko:K01312
file_1_file_1_g13975	ko:K21486
file_1_file_1_g13977	ko:K12386,ko:K16686,ko:K17436
file_1_file_1_g13978	-
file_1_file_1_g13979	-
file_1_file_1_g13980	ko:K07763,ko:K08024
file_1_file_1_g13981	ko:K05168
file_1_file_1_g13983	-
file_1_file_1_g13984	-
file_1_file_1_g13985	-
file_1_file_1_g13986	ko:K14840
file_1_file_1_g13987	-
file_1_file_1_g13988	-
file_1_file_1_g13989	-
file_1_file_1_g13990	-
file_1_file_1_g13991	ko:K21486
file_1_file_1_g13992	ko:K06084
file_1_file_1_g13993	ko:K06084
file_1_file_1_g13997	ko:K08030,ko:K09350
file_1_file_1_g13998	ko:K08030,ko:K09350
file_1_file_1_g13999	ko:K00615
file_1_file_1_g14000	-
file_1_file_1_g14001	-
file_1_file_1_g14002	ko:K15276
file_1_file_1_g14005	-
file_1_file_1_g14006	ko:K20314
file_1_file_1_g14007	ko:K15455
file_1_file_1_g14008	ko:K12476,ko:K12477,ko:K12483
file_1_file_1_g14011	ko:K12476,ko:K12477,ko:K12483
file_1_file_1_g14012	ko:K16365
file_1_file_1_g14013	ko:K16576
file_1_file_1_g14014	-
file_1_file_1_g14029	-
file_1_file_1_g14030	-
file_1_file_1_g14031	-
file_1_file_1_g14035	ko:K00799
file_1_file_1_g14037	ko:K11836
file_1_file_1_g14038	ko:K02963
file_1_file_1_g14040	-
file_1_file_1_g14042	ko:K16540,ko:K17480
file_1_file_1_g14043	ko:K06054,ko:K09090
file_1_file_1_g14045	ko:K04345
file_1_file_1_g14047	ko:K05313
file_1_file_1_g14048	-
file_1_file_1_g14050	ko:K17800
file_1_file_1_g14051	ko:K13288
file_1_file_2_7264_g	ko:K13288
file_1_file_1_g14052	ko:K21918
file_1_file_1_g14053	ko:K01512
file_1_file_1_g14054	ko:K00236
file_1_file_1_g14055	ko:K06569
file_1_file_1_g14056	-
file_1_file_1_g14057	ko:K01312,ko:K01315,ko:K08670,ko:K09614
file_1_file_1_g14058	-
file_2_7272_g	-
file_1_file_1_g14059	-
file_1_file_1_g14060	ko:K19269,ko:K21013
file_1_file_1_g14066	ko:K00115,ko:K21270
file_1_file_1_g14067	-
file_1_file_1_g14069	-
file_1_file_2_7292_g	-
file_1_file_1_g14070	-
file_1_file_1_g14071	-
file_1_file_1_g14074	ko:K10658
file_1_file_1_g14075	ko:K03264
file_1_file_1_g14076	ko:K11851
file_1_file_1_g14077	ko:K20408
file_1_file_1_g14078	ko:K07834
file_1_file_1_g14080	ko:K20407
file_1_file_1_g14084	-
file_1_file_1_g14085	-
file_1_file_1_g14086	ko:K03178,ko:K10698
file_1_file_1_g14087	ko:K16453
file_1_file_1_g14088	ko:K00587
file_1_file_1_g14089	-
file_1_file_1_g14090	-
file_1_file_1_g14091	ko:K12480
file_1_file_1_g14092	ko:K06636,ko:K19719
file_1_file_1_g14094	ko:K02174
file_1_file_1_g14095	ko:K02174
file_1_file_1_g14096	ko:K17089,ko:K17095
file_1_file_1_g14097	-
file_1_file_1_g14099	-
file_1_file_1_g14100	ko:K15414
file_1_file_1_g14101	-
file_1_file_1_g14102	ko:K21774
file_1_file_1_g14103	ko:K14294
file_1_file_1_g14104	ko:K12835
file_1_file_1_g14105	ko:K12835
file_1_file_1_g14107	-
file_1_file_1_g14108	-
file_1_file_1_g14111	ko:K01183
file_1_file_1_g14113	ko:K01183
file_1_file_1_g14114	-
file_1_file_1_g14115	ko:K01930
file_1_file_1_g14116	ko:K14958,ko:K18529
file_1_file_1_g14117	-
file_1_file_1_g14118	-
file_1_file_1_g14120	ko:K01103,ko:K19028,ko:K19029,ko:K19030
file_1_file_1_g14121	-
file_1_file_1_g14122	ko:K03955
file_1_file_2_7343_g	ko:K03955
file_1_file_1_g14123	-
file_1_file_1_g14124	ko:K04247,ko:K04248,ko:K04249
file_1_file_1_g14125	ko:K07059,ko:K12456
file_1_file_1_g14126	ko:K01873
file_1_file_1_g14127	ko:K12897
file_1_file_1_g14128	ko:K20194
file_1_file_1_g14129	-
file_1_file_2_7351_g	-
file_1_file_1_g14130	ko:K10356
file_1_file_1_g14131	ko:K08819
file_1_file_1_g14132	-
file_1_file_1_g14133	ko:K20405
file_1_file_1_g14134	ko:K20405
file_1_file_1_g14135	ko:K01598
file_1_file_1_g14138	-
file_1_file_1_g14139	-
file_1_file_1_g14140	ko:K15108
file_1_file_1_g14142	ko:K14439
file_1_file_1_g14143	ko:K20030
file_1_file_1_g14144	ko:K02901
file_1_file_1_g14145	ko:K10424
file_1_file_1_g14146	ko:K14009
file_1_file_1_g14147	ko:K01044
file_1_file_1_g14148	-
file_1_file_1_g14150	ko:K08546,ko:K08561
file_1_file_1_g14151	ko:K12580
file_1_file_1_g14152	ko:K12580
file_1_file_1_g14154	ko:K14777
file_1_file_1_g14155	ko:K12834
file_1_file_1_g14156	ko:K10399
file_1_file_1_g14157	-
file_1_file_1_g14158	-
file_1_file_1_g14159	-
file_1_file_1_g14160	ko:K01077
file_1_file_1_g14161	ko:K01077
file_1_file_1_g14162	ko:K01077
file_1_file_1_g14163	ko:K02183
file_1_file_1_g14164	-
file_1_file_1_g14165	-
file_1_file_1_g14166	-
file_1_file_1_g14167	-
file_1_file_1_g14168	-
file_1_file_1_g14169	-
file_1_file_1_g14170	ko:K05626,ko:K05628
file_1_file_1_g14171	-
file_1_file_1_g14174	-
file_1_file_1_g14175	-
file_1_file_1_g14176	-
file_1_file_2_7400_g	-
file_1_file_1_g14178	-
file_1_file_1_g14179	-
file_1_file_1_g14180	-
file_1_file_1_g14181	ko:K14527
file_1_file_1_g14183	ko:K07756
file_1_file_1_g14184	ko:K17769
file_1_file_1_g14185	-
file_1_file_1_g14186	-
file_1_file_1_g14187	ko:K12404
file_1_file_1_g14188	ko:K08266
file_1_file_1_g14189	-
file_1_file_1_g14191	ko:K09272
file_1_file_1_g14192	ko:K04559,ko:K20040
file_1_file_1_g14193	ko:K00503,ko:K15441
file_1_file_1_g14194	ko:K00503
file_1_file_1_g14195	ko:K15331,ko:K15332
file_1_file_1_g14196	ko:K17767
file_1_file_1_g14197	ko:K11292
file_1_file_1_g14198	-
file_1_file_1_g14199	-
file_1_file_1_g14200	-
file_1_file_1_g14202	-
file_1_file_1_g14209	ko:K01079
file_1_file_1_g14210	ko:K08740,ko:K14415
file_1_file_1_g14211	-
file_1_file_1_g14212	ko:K12856
file_1_file_1_g14213	ko:K10740
file_1_file_1_g14214	-
file_1_file_1_g14215	-
file_1_file_2_7440_g	-
file_1_file_1_g14216	-
file_1_file_1_g14217	-
file_1_file_1_g14218	ko:K20072
file_1_file_1_g14219	ko:K10640
file_1_file_2_7447_g	ko:K04599
file_1_file_1_g14221	ko:K04599
file_1_file_1_g14223	ko:K04599
file_1_file_1_g14224	ko:K04599
file_1_file_1_g14225	-
file_1_file_1_g14226	-
file_1_file_1_g14227	ko:K00681,ko:K18592
file_1_file_1_g14228	ko:K15626
file_1_file_1_g14229	ko:K00681,ko:K18592
file_1_file_2_7459_g	-
file_1_file_1_g14230	-
file_1_file_1_g14232	ko:K02266
file_1_file_1_g14233	-
file_1_file_1_g14234	ko:K19730
file_1_file_1_g14235	-
file_1_file_1_g14236	-
file_1_file_2_7466_g	ko:K02318
file_1_file_1_g14237	ko:K02318
